feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerofilum	Anaerotruncus	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Akkermansia	Corynebacterium	Olsenella	Faecalitalea	Enterococcus	Lactobacillus	Ligilactobacillus	Staphylococcus	Sphingobium	Klebsiella	f__Enterobacteriaceae.g__unassigned	Pseudomonas
4078.4.lib29	0	437	0	0	666	0	0	0	0	0	46	94	0	13185	24	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	171	8	0	3	0	0	0	0	0	0	0	2905	0	354	1485	0	0	54	0	0	0	260	0	0	0	0	112	34	7	5374	0	0	0	56	0	0	8	0	208	4890	441	808	0	239	0	95	4	0	0	0	0	0	4	0	0	0	10	0	0	0	0	0	389	0	187	11	0	0	2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	5	38	0	0	0	476	18341	0	0	0	0	0	198	0	0	0	0	9	19	0
4082.2.lib29	0	16	0	0	94	0	12	4	0	2	0	12	0	5384	0	0	0	102	46	71	33	0	1031	0	229	0	70	169	0	0	0	0	0	0	11	195	7	27	19	0	0	0	0	53	0	0	16	40	0	38	0	0	144	36	3013	114	346	1472	60	0	203	64	0	22	1505	95	193	18	40	386	0	88	2022	0	0	9	2	182	0	0	0	171	27	2063	1100	0	79	0	20	21	5	16	3	2	0	270	132	9	0	25	0	0	0	0	0	4975	0	109	0	0	38	3459	2	0	0	7	0	4	9	39	0	18	0	0	0	5	1005	49	0	0	0	200	113	111	0	8188	5	42	401	735	35	262	0	0	0	8	0	0	0	0	0	0	0
4082.3.lib29	0	18	11	0	145	0	0	23	0	0	0	12	0	13401	0	0	0	145	91	129	61	0	1973	0	1395	0	101	352	0	0	0	0	0	0	0	98	8	16	5	0	0	0	0	78	0	3	16	64	0	49	0	15	203	49	3477	106	814	2112	130	0	231	121	0	62	1942	123	316	20	125	465	0	126	3270	0	0	0	4	310	0	24	5	189	11	2043	2038	9	101	0	24	41	43	34	5	8	0	1008	267	7	0	13	0	0	0	0	0	8687	0	300	11	0	19	5809	18	0	0	37	0	6	40	49	0	42	7	0	0	0	507	34	6	0	0	633	113	291	0	7686	20	97	673	1635	73	1599	0	0	0	12	0	0	0	0	0	0	0
4082.4.lib29	0	52	0	0	36	0	5	19	0	0	0	0	0	19612	0	0	0	183	110	174	45	0	2062	0	1577	0	152	584	0	0	0	0	0	0	0	121	5	11	20	0	0	0	0	43	0	0	7	26	0	45	0	0	205	37	2587	94	544	1587	98	0	213	143	0	88	1737	176	129	37	115	567	24	77	2724	0	0	6	0	225	0	36	0	319	85	1669	1929	14	83	0	36	53	5	41	0	0	0	651	223	0	0	18	0	0	0	0	0	6957	0	173	0	0	32	3207	11	0	0	35	0	11	21	6	0	44	0	0	0	25	243	0	7	0	0	720	186	399	0	10696	15	176	870	1905	38	1968	14	0	0	0	0	0	0	0	0	13	0
4084.2.lib29	0	20	0	0	97	0	23	0	0	0	0	0	260	3113	0	0	0	346	0	16	0	0	0	2943	0	459	432	59	0	0	0	865	0	0	0	15	0	0	4	0	31	0	0	145	3	37	0	303	0	27	0	637	556	6	1085	214	315	250	0	0	699	34	0	0	83	55	51	55	68	51	74	35	1298	0	0	0	122	49	99	29	16	12	0	160	1683	66	35	12	32	0	120	92	36	8	0	1240	171	182	44	51	0	0	0	0	0	8690	0	35	0	46	877	716	9	68	0	222	211	0	47	18	0	33	49	0	0	0	14	0	67	0	0	775	0	0	34	0	416	188	13	731	16	45	0	0	0	5	0	0	0	0	0	0	0
4084.3.lib29	0	23	6	0	121	0	10	0	0	2	16	0	164	5053	0	0	0	465	0	24	0	0	0	5456	0	895	638	90	0	0	0	949	0	0	0	6	0	0	4	0	19	0	0	262	19	37	5	380	0	25	0	787	634	17	1055	323	405	248	0	0	691	34	0	0	121	68	76	55	78	48	99	43	1487	0	0	0	78	39	146	40	52	18	0	211	1959	17	55	10	43	0	109	154	22	0	0	1439	231	196	46	64	0	0	0	0	0	8529	0	29	0	56	991	886	7	41	0	309	272	0	44	19	0	38	51	0	0	0	10	0	45	0	0	766	0	0	35	10	512	279	14	1782	36	38	0	0	0	0	0	0	0	0	0	0	0
4084.4.lib29	2	33	9	0	202	0	24	0	0	2	11	0	255	5150	0	0	0	501	0	30	0	0	0	7154	0	1138	738	102	0	0	0	908	0	0	0	5	0	0	0	0	26	0	0	317	17	19	0	402	4	31	0	1234	657	11	1423	288	468	300	2	0	685	39	0	6	145	61	77	90	76	46	85	53	1320	0	0	0	86	82	177	49	50	18	0	256	2041	37	46	16	59	0	140	135	20	15	0	1565	233	209	44	49	0	3	0	0	0	9753	0	31	0	53	1415	1022	14	29	0	351	303	4	59	26	0	35	51	0	0	0	21	0	109	7	0	971	0	0	31	0	637	285	13	2151	54	62	0	0	0	0	0	0	0	0	0	0	0
4085.2.lib29	0	25	2	0	0	0	0	34	0	0	0	48	13	9159	42	187	0	0	0	0	0	0	0	0	0	0	150	419	0	173	0	0	0	0	108	98	0	0	16	0	0	74	0	78	3	0	2	0	0	0	0	3	176	271	3623	27	238	587	10	0	599	5	0	22	194	27	34	16	0	107	13	19	4013	9	97	0	38	813	0	0	0	18	163	407	1014	8	65	0	45	25	14	0	49	10	0	388	0	29	0	48	0	2	0	0	0	11038	0	165	0	0	0	530	31	3	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	59	0	0	0	329	1637	74	3	0	0	0	0	0	0	0	0	1306	51	0
4085.3.lib29	2	31	0	0	0	0	0	85	0	0	0	43	20	19290	68	399	0	0	0	0	0	0	0	0	0	0	358	821	0	522	0	0	0	0	226	121	0	0	0	0	0	129	0	74	0	0	2	0	0	0	0	41	358	419	6209	60	373	1288	38	0	996	0	0	38	401	68	74	28	0	222	20	29	5873	28	203	0	62	1346	0	9	0	27	285	721	1645	11	105	0	86	61	21	0	100	24	0	653	0	38	17	74	0	8	0	0	0	21650	0	329	0	0	0	793	61	33	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	493	0	115	0	0	0	593	2085	57	63	0	0	0	0	0	0	0	0	1853	16	0
4085.4.lib29	0	34	0	0	0	0	0	19	0	0	0	8	11	565	36	27	0	0	0	0	0	0	0	0	0	0	39	69	0	77	0	0	0	0	31	75	0	0	0	0	0	15	0	35	0	0	0	0	0	0	0	14	174	177	8009	43	39	483	30	0	654	2	0	10	148	0	29	19	0	98	0	19	5028	18	83	0	3	305	0	2	0	16	69	223	519	7	27	0	45	45	40	0	69	22	0	492	0	24	14	57	0	0	0	0	0	17979	0	203	0	0	0	1013	32	5	3	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	43	0	0	0	49	666	0	125	8	0	0	0	0	0	0	0	478	2	0
4094.2.lib29	0	26	0	0	116	0	0	32	0	0	0	0	0	6437	0	0	0	0	37	0	0	166	0	0	0	0	114	6702	0	0	0	0	0	0	93	585	0	0	0	0	0	0	0	119	0	0	10	23	0	0	0	1985	146	604	5509	646	1135	1333	0	0	1444	0	0	0	794	985	12	219	62	377	76	170	2077	0	7	11	112	103	0	0	0	0	192	6150	2766	46	783	0	0	11	2	0	0	0	0	26	24	12	0	0	0	0	0	0	0	9580	0	65	0	0	11	2565	0	0	0	18	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
4094.4.lib29	0	59	0	0	156	0	6	40	0	0	0	0	0	3407	0	0	0	0	32	0	0	55	0	0	0	0	104	3160	0	0	0	0	0	0	19	186	0	0	0	0	0	0	0	10	2	0	0	44	0	0	0	399	105	418	2688	247	557	710	0	0	665	4	0	0	298	935	19	86	42	273	32	80	875	0	0	6	93	91	0	0	3	0	53	2799	1768	23	399	0	0	2	0	2	0	0	0	65	31	2	0	13	0	0	0	0	2	6373	0	46	0	0	16	1644	0	2	0	5	0	0	0	0	0	5	0	0	0	0	119	0	0	0	0	0	32	0	22	0	0	0	0	19	0	0	0	0	0	8	0	0	0	0	0	0	0
4095.2.lib29	7	41	0	0	38	0	0	4	0	0	52	0	0	2769	0	0	0	0	0	0	0	0	0	0	1494	0	0	55	0	0	0	0	0	0	145	0	0	0	6	0	0	0	0	109	7	0	0	0	0	0	0	988	23	69	1221	315	198	177	0	0	217	0	0	0	291	75	13	48	0	60	6	16	1654	0	13	0	0	22	0	0	0	147	76	258	398	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	36	0	0	0	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	438	0	0	0	96	0	48	0	0	0	0	0	0	0	0	0	0	4653	0
4095.3.lib29	3	133	0	0	184	0	0	16	0	0	346	0	0	7117	0	0	0	0	0	0	0	0	0	0	4037	0	13	134	0	0	0	0	0	0	225	3	0	0	0	0	0	9	0	186	0	0	8	0	0	0	0	1154	29	276	3721	1293	606	475	0	0	674	0	0	2	684	195	22	183	0	186	27	17	4089	0	57	0	0	140	0	0	0	391	266	769	880	0	219	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3303	0	81	0	0	0	1880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2396	0	0	0	0	0	0	0	1295	0	0	0	271	138	89	2	0	0	0	0	0	0	0	0	0	6665	0
4095.4.lib29	4	54	0	0	118	0	0	3	0	0	255	0	0	5250	0	0	0	0	0	0	0	0	0	0	1896	0	0	99	0	0	0	0	0	0	143	0	0	0	7	0	0	2	0	196	0	0	0	0	0	0	0	588	41	111	2630	845	303	313	0	0	397	0	0	3	523	101	0	82	0	100	24	9	2548	0	24	0	2	61	0	0	0	272	151	447	669	0	106	0	0	0	0	0	0	0	0	5	0	15	0	0	0	0	0	0	0	2318	0	81	0	0	0	1150	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1621	0	0	0	0	0	0	0	471	0	0	4	118	5	30	0	0	0	0	0	0	0	8	0	0	3452	0
4098.2.lib29	49	0	0	3	273	0	0	15	0	0	0	16	0	19201	0	0	0	0	144	0	0	0	0	0	0	0	407	253	0	0	158	0	0	0	15	69	0	0	0	0	0	0	0	239	0	0	4	40	0	0	0	0	10	44	3618	46	593	1241	0	0	45	0	56	0	572	56	24	46	0	8	71	18	655	0	0	0	42	123	0	0	0	316	264	232	3191	0	74	0	6	0	0	0	6	0	0	6	26	0	0	0	0	0	0	0	0	395	0	0	15	0	0	2247	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	63	41	0	23885	0	15	0	0	0	0	0	0	0	0	283	35	0
4098.3.lib29	0	2	0	0	200	3	0	6	0	0	0	16	0	11182	0	0	0	0	159	0	0	0	0	0	0	0	334	117	0	0	253	0	0	0	32	81	0	0	0	0	0	0	0	66	0	0	0	57	0	0	0	0	0	29	4276	40	849	680	4	0	0	72	28	0	380	48	22	22	21	30	169	0	595	0	0	0	38	38	0	0	0	165	59	79	2178	9	55	0	81	0	70	0	0	0	0	222	86	0	6	0	0	0	0	0	0	652	0	5	0	0	0	2050	3	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	52	0	29	0	100	52	0	8782	22	25	0	0	0	0	0	0	2	0	25	7	0
4098.4.lib29	21	6	0	0	226	0	5	9	0	0	0	16	0	7154	0	0	0	0	100	0	0	0	0	0	0	0	325	112	0	3	162	0	0	0	21	53	0	0	2	0	0	0	0	104	7	0	0	91	0	3	0	0	3	14	1474	41	264	611	0	0	21	22	49	0	238	61	16	17	35	21	117	0	412	0	0	0	31	60	0	0	0	118	73	60	1312	5	50	0	26	3	46	0	0	0	0	136	31	7	3	2	0	0	0	0	0	663	0	0	3	0	5	2231	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	21	0	20	0	83	84	0	7631	6	8	0	0	0	0	0	0	0	0	66	5	0
4100.2.lib29	98	85	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	845	20	0	0	0	0	0	0	71	0	454	4962	0	0	486	0	0	0	0	0	668	2371	0	0	0	0	0	0	0	3384	18	0	0	0	0	0	0	0	0	3033	2759	544	0	150	0	0	236	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	8381	0	128	0	0	0	3365	16	3	26	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	6	1250	51	0	0	0	16171	309	0	0	0	0	1247	10	6	0	0	0	0	0
4100.3.lib29	12	19	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	667	4	0	5	0	0	0	0	31	0	217	4106	0	0	339	0	0	0	0	0	528	1651	0	0	0	0	0	0	0	3362	55	0	0	0	0	0	0	0	0	2841	2483	357	0	61	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	0	229	0	0	0	2464	4	0	16	0	0	0	0	0	0	0	0	0	0	0	62	0	3	0	0	0	0	3	583	0	0	0	0	20214	178	0	0	0	0	545	0	5	0	0	0	0	0
4100.4.lib29	24	55	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	969	19	0	0	0	0	0	0	141	0	289	4601	0	0	586	0	0	0	0	0	1210	2914	0	0	0	0	0	0	0	5913	55	0	0	0	0	0	0	0	0	4213	4119	802	0	143	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5739	0	151	0	0	0	1958	9	0	82	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	2	562	14	0	0	0	34380	423	0	7	0	15	913	0	21	0	0	0	0	0
4104.3.lib29	5	66	7	0	0	0	0	0	0	22	0	0	0	15269	0	0	0	0	0	0	0	585	5190	0	0	0	0	435	0	0	0	0	0	0	274	14	8	0	40	0	0	54	0	85	0	0	0	0	0	0	0	0	740	471	7663	186	593	1095	0	0	610	0	0	61	1163	31	0	157	0	977	42	6	2461	0	1019	0	0	147	0	12	0	253	23	875	2031	17	258	0	15	293	97	0	131	110	0	0	0	0	0	0	0	58	0	0	0	3750	0	164	0	0	360	2877	155	0	0	0	0	6	62	0	0	14	0	0	0	0	52	0	2	0	0	0	0	0	124	31	0	0	926	173	112	1193	0	0	17	0	0	0	0	0	0	0	0
4104.4.lib29	0	17	0	0	0	0	0	0	0	10	0	0	0	7363	0	0	0	0	0	0	0	141	2797	0	0	0	0	134	0	0	0	0	0	0	93	7	7	0	20	0	2	12	0	44	0	0	0	0	0	0	0	0	292	197	2727	68	121	320	0	0	201	0	0	21	382	9	5	30	0	319	17	6	1032	0	371	0	0	49	0	3	6	55	0	308	657	5	70	0	14	124	22	0	33	36	0	0	0	0	0	2	0	9	0	0	0	2276	0	38	0	0	69	655	43	0	0	0	0	0	24	0	0	7	0	0	0	0	17	0	0	4	0	0	0	0	68	11	0	0	586	52	46	445	0	0	7	0	0	0	0	0	0	0	0
4106.2.lib29	3	0	22	0	0	0	0	48	0	0	0	0	0	20952	0	0	0	0	0	0	0	0	0	0	0	0	1235	0	0	0	150	0	0	0	182	0	0	0	7	0	0	23	0	193	0	0	0	179	0	0	0	0	0	24	5913	0	711	78	0	0	380	0	0	56	1569	1655	0	176	1121	791	6	0	6681	22	0	0	729	456	0	0	0	0	65	261	6505	123	950	0	107	142	18	0	114	0	0	0	6	0	184	175	0	0	0	0	0	13050	0	182	0	0	18	1952	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2017	0	65	0	0	0	867	8115	12	0	0	0	0	3	0	0	0	0	0	236	4
4108.2.lib29	0	0	0	0	184	0	0	0	0	0	0	0	0	14785	8	0	0	0	0	0	0	0	0	0	0	0	4	11	0	0	18	0	0	0	0	109	0	0	0	0	0	0	0	326	0	0	0	22	0	0	0	69	16	34	3428	20	0	1164	0	0	121	0	0	81	991	179	214	0	4	103	16	0	7780	0	0	0	0	6	0	0	0	428	0	2524	955	0	104	0	0	12	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	5298	0	122	0	0	0	872	0	22	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	44	0	0	0	86	17038	16	35	0	0	0	0	0	0	0	0	0	0	0
4108.3.lib29	0	0	0	0	203	0	0	0	0	0	0	0	0	10117	6	0	0	0	0	0	0	0	0	0	0	0	45	14	0	0	18	0	0	0	0	92	0	0	0	0	0	0	0	90	0	0	0	12	0	0	0	133	4	9	1895	33	0	956	3	0	109	0	0	43	743	167	105	3	22	138	38	0	3669	0	0	0	0	6	0	0	0	256	9	1750	1024	0	108	0	0	18	0	0	0	0	0	13	9	0	0	0	0	0	0	0	0	4291	0	86	0	0	0	612	0	6	0	0	0	2	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	24	0	0	0	86	6931	0	10	0	0	0	0	0	0	0	0	0	0	0
4108.4.lib29	0	4	0	0	161	0	0	0	0	0	0	0	0	9545	11	0	0	0	0	0	0	0	0	0	0	0	30	12	0	0	20	0	0	0	0	114	0	0	0	0	0	0	0	144	0	0	2	6	0	0	0	287	0	11	1361	28	0	909	6	0	44	4	0	35	800	210	107	4	18	192	33	5	3650	0	0	0	0	9	0	0	0	210	0	1097	977	0	109	0	0	36	0	0	5	0	0	12	14	6	0	0	0	0	0	0	0	4331	0	93	0	0	0	497	0	8	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	45	11	0	0	132	5398	22	5	0	0	0	0	0	0	0	0	0	0	0
4109.2.lib29	0	350	8	0	117	0	0	28	0	0	0	0	0	4862	110	0	0	0	0	0	0	367	0	0	0	0	4	0	0	0	0	0	0	0	0	22	0	0	0	0	0	3	0	89	0	0	0	0	0	19	0	4	838	614	3257	476	332	546	98	0	496	0	0	7	442	16	109	60	0	162	0	0	276	0	0	0	8	233	0	7	0	706	3	244	406	5	88	0	12	3	3	0	0	0	0	0	0	30	0	0	0	0	0	0	0	8342	0	123	0	0	75	2588	0	0	0	0	0	8	0	0	0	4	0	0	0	36	142	0	0	0	0	0	73	0	78	18	0	0	170	1876	31	0	0	0	0	2	0	0	0	0	0	0	0
4109.3.lib29	0	220	22	0	160	0	0	13	0	0	0	0	0	11139	280	0	0	72	0	21	0	1160	0	0	0	0	6	82	0	5	95	0	0	0	0	30	8	7	0	0	0	11	0	494	0	0	2	0	0	10	0	0	559	529	2723	569	552	610	35	0	329	13	0	11	643	46	81	50	13	266	0	0	728	6	0	0	7	202	0	11	0	859	2	224	422	4	121	0	16	22	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8289	0	153	0	0	74	1907	2	0	18	0	0	0	15	0	0	13	0	0	0	29	100	0	0	0	0	0	98	0	191	18	0	36	229	5710	177	0	0	0	0	9	0	0	45	0	0	0	26
4109.4.lib29	0	484	11	0	216	0	0	21	0	0	0	0	0	12363	413	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	0	0	0	0	5	74	4	0	0	0	0	0	0	402	0	0	3	0	0	30	0	5	767	903	2624	859	688	904	135	0	583	0	0	35	765	37	134	79	0	367	0	0	394	0	0	0	25	259	0	23	0	1054	0	288	713	0	151	0	7	5	11	0	0	0	0	0	0	35	0	0	0	0	0	0	0	9793	0	222	0	0	121	2805	0	0	0	0	0	15	0	0	0	7	0	0	0	31	236	0	0	0	0	0	202	0	245	60	0	0	371	5434	582	0	0	0	0	0	0	0	0	0	0	0	0
4115.3.lib29	0	0	0	0	0	0	0	0	0	0	0	0	0	10868	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	0	0	0	198	160	0	0	0	0	0	0	0	49	0	0	3	0	0	0	0	1513	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	4492	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	132	1153	0	0	299	25664	0	0	0	0	0	0	0	0	0	0	0	0	0
4115.4.lib29	0	0	0	0	0	0	0	0	0	0	0	0	0	10006	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	307	285	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	814	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	3754	157	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	1018	0	0	241	34267	0	0	0	0	0	0	0	0	0	0	0	10	0
4122.2.lib29	35	21	3	0	0	0	0	48	0	0	0	0	0	7865	0	0	0	0	0	0	0	0	0	0	0	0	139	3960	0	0	179	0	0	0	569	0	0	0	31	146	0	63	0	678	0	0	2	0	0	0	0	1137	0	133	1745	0	62	4127	74	0	20	0	0	53	450	0	0	9	0	0	0	0	47	96	363	0	0	39	0	0	0	0	6690	9207	156	0	95	0	14	29	6	0	35	0	0	0	0	12	0	0	0	0	0	0	0	1969	493	164	16	0	0	0	51	0	0	0	0	0	0	0	0	9	0	0	0	0	203	0	0	0	0	76	0	0	60	6919	36	0	1029	1326	169	0	0	0	0	0	0	0	0	0	16	335	0
4122.3.lib29	7	7	2	0	0	0	0	26	0	0	0	0	0	3419	0	0	0	0	0	0	0	0	0	0	0	0	82	1318	0	0	273	4	0	0	102	0	0	0	1	14	0	20	0	140	0	0	0	0	0	6	0	583	0	19	819	0	21	891	56	0	5	0	0	49	254	0	0	0	0	0	0	0	24	42	271	0	2	6	0	0	0	0	2522	3955	110	0	21	0	18	18	5	0	27	0	0	0	0	5	0	0	0	12	0	2	0	618	244	66	5	0	0	0	49	0	0	0	0	0	0	0	0	20	0	0	0	0	21	0	0	0	0	84	0	0	76	3115	6	0	338	601	34	0	0	0	0	2	0	0	0	0	25	114	0
4122.4.lib29	19	11	3	0	0	0	0	21	0	0	0	0	0	7945	0	0	0	0	0	0	0	0	0	0	0	0	228	4004	0	0	878	28	0	0	258	0	0	0	24	42	0	37	0	383	0	0	0	0	0	7	0	1405	0	29	1846	0	0	1846	128	0	0	0	0	121	681	0	0	13	0	0	0	0	54	177	773	0	6	18	0	0	0	0	7032	9030	341	0	53	0	32	56	10	0	63	0	0	0	0	6	0	0	0	17	0	0	0	960	261	57	20	0	0	0	69	0	0	0	0	0	0	0	0	2	0	0	0	0	59	0	0	0	0	126	0	0	82	8860	0	0	966	1963	101	0	0	0	0	3	0	0	0	0	60	321	0
4129.2.lib29	6	2435	0	0	924	0	3	22	0	0	0	0	28	7450	1514	0	0	0	206	0	0	0	0	0	0	0	1587	2373	0	0	372	0	0	0	0	138	0	0	0	10	0	2	0	329	7	0	3	12	0	0	0	0	695	167	2826	0	44	948	16	0	846	0	0	8	1102	80	34	17	11	226	10	0	287	2	0	0	75	280	0	6	0	634	55	884	239	0	84	0	43	83	2	0	57	0	0	25	0	12	0	122	0	0	0	0	0	5260	0	22	67	0	0	2682	0	0	0	12	0	9	32	0	0	0	0	0	0	0	96	0	0	0	0	0	358	0	16	0	0	0	1967	144	0	0	0	0	0	0	0	0	0	0	0	12	0
4129.3.lib29	9	1227	0	0	294	0	9	36	0	0	0	0	24	6037	1148	0	0	0	137	0	0	0	0	0	0	0	1142	1566	0	0	282	0	0	0	0	95	0	0	6	2	0	0	0	151	0	0	0	14	0	0	0	0	717	86	2109	0	27	672	18	0	814	0	0	0	789	54	26	15	12	218	4	0	233	5	0	0	66	158	0	7	0	581	49	711	203	16	56	0	27	25	0	0	32	9	0	22	0	0	0	69	0	0	0	0	2	3264	0	33	46	0	0	2254	0	0	0	3	0	2	33	0	0	0	0	0	0	0	66	0	0	0	0	0	244	0	9	0	0	0	1607	80	0	0	0	0	0	0	0	0	0	0	0	15	0
4129.4.lib29	0	1841	0	0	665	0	0	59	0	0	0	0	62	12965	2084	0	0	0	225	0	0	0	0	0	0	0	1847	3342	0	0	461	0	0	0	0	129	0	0	9	0	0	0	0	343	0	0	0	19	0	0	0	0	1066	153	3443	0	36	1135	23	0	1206	0	0	0	1431	83	25	26	9	264	10	0	412	0	0	0	115	233	0	7	0	813	57	1139	287	17	101	0	50	72	0	0	78	13	0	40	0	25	0	94	0	0	0	11	0	5743	0	38	69	0	0	3950	0	0	0	6	0	0	38	0	0	0	0	0	0	0	79	0	0	0	0	0	394	0	15	0	0	0	1755	119	6	0	0	0	0	0	0	8	0	0	0	36	0
